model,dataset,seq_len,pred_len,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,real_scalar_equivalent,fp32_model_mib,parameter_source,seed,train_seconds,test_elapsed_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,published_reference_mse,published_reference_source,notes
PhaseFormer,ETTh1,96,96,ok,0.37920286420944777,0.3911828108976939,9.071858123488898,0.6157944983591911,1500,,,1500,0.005722046,seed2026_audited_param_count,2026,153.198322057724,,2.116771697998047,0.22384371677258083,33.95263671875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l3_d4_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTm1,96,720,ok,0.4688292087827469,0.43460795473301955,2.472784186190196,0.6847110403540656,3250,,,3250,0.012397766,seed2026_audited_param_count,2026,536.8611710071564,,3.7720816135406494,0.12222871936246965,35.966796875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTm2,96,96,ok,0.18104845847127865,0.2631335046125378,1.1549988907762168,0.4254978947906542,3016,,,3016,0.011505127,seed2026_audited_param_count,2026,466.3888647556305,,3.8301029205322266,0.12388108214373646,34.40478515625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTm2,96,192,ok,0.24556280912428824,0.30577653737130595,1.262464340083915,0.4955429437740873,1544,,,1544,0.005889893,seed2026_audited_param_count,2026,274.2203631401062,,3.500375270843506,0.09337623933199388,34.4228515625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTm2,96,336,ok,0.30545513908678434,0.34353770416564533,1.3735524067976375,0.5526799608152845,1598,,,1598,0.006095886,seed2026_audited_param_count,2026,190.75927329063416,,3.51656436920166,0.08637282943663636,34.783203125,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTm2,96,720,ok,0.4086030234014539,0.4054543432243527,1.589028624142855,0.6392206374965173,1742,,,1742,0.006645203,seed2026_audited_param_count,2026,190.0050709247589,,3.504305839538574,0.08750961277379626,35.74462890625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,weather,96,96,ok,0.18267441883450128,0.21924868256290175,15.63321879171104,0.4274042803184138,4524,,,4524,0.017257690,seed2026_audited_param_count,2026,580.4541299343109,,2.603281021118164,0.17360209331147541,37.021484375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l3_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,weather,96,192,ok,0.23000568186243497,0.2596564088428903,16.404055151960446,0.4795890760457696,3052,,,3052,0.011642456,seed2026_audited_param_count,2026,434.2680826187134,,1.796205997467041,0.10268134550692494,37.65478515625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,weather,96,336,ok,0.2850880553572985,0.2979718905838555,16.228018308066368,0.5339363776306111,3106,,,3106,0.011848450,seed2026_audited_param_count,2026,415.39920234680176,,2.0798912048339844,0.12159238971244732,38.63037109375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,weather,96,720,ok,0.35917690791938617,0.3459766535112235,16.492038368141394,0.5993136974234663,3250,,,3250,0.012397766,seed2026_audited_param_count,2026,431.6236877441406,,1.8847594261169434,0.10538193260714537,41.380859375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,electricity,96,96,ok,0.18628785652196947,0.2595689609095427,2.734378264069506,0.43161076970109247,3016,,,3016,0.011505127,seed2026_audited_param_count,2026,401.3481996059418,,1.9460866451263428,0.17624675082236652,105.85009765625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,electricity,96,192,ok,0.1801174889405785,0.25826916978170916,2.855290702770242,0.42440250816951886,269832,,,269832,1.029327393,seed2026_audited_param_count,2026,491.4263298511505,,2.426370859146118,0.2434767253169524,791.337890625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d128_h4_r4; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,electricity,96,336,ok,0.20834218313123215,0.2844660814051734,2.8153845732530733,0.4564451589525648,3106,,,3106,0.011848450,seed2026_audited_param_count,2026,482.2297830581665,,2.2226450443267822,0.18372508731486303,129.44873046875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,electricity,96,720,ok,0.23638966481605475,0.30842670060916016,2.9722726359961094,0.48619920281305967,272670,,,272670,1.040153503,seed2026_audited_param_count,2026,601.356861114502,,3.326160192489624,0.3115225355368004,842.48828125,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d128_h4_r4; locked_0713v1_0716v1_reproduction_profile.
PhaseFormer,traffic,96,96,ok,0.497362689956266,0.2919509140143228,2.863986892652679,0.7052394557568841,34632,,,34632,0.132110596,seed2026_audited_param_count,2026,786.3467090129852,,5.865655422210693,0.6226479012951355,176.56689453125,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d32_h8_r1; completion_0716v2_locked_profile.
PhaseFormer,traffic,96,192,ok,0.46422251264735437,0.2724380015227738,2.621762611854277,0.6813387649674385,269832,,,269832,1.029327393,seed2026_audited_param_count,2026,949.8944702148438,,6.497491836547852,0.72503582924726,542.69921875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d128_h4_r4; completion_0716v2_locked_profile.
PhaseFormer,traffic,96,336,ok,0.4828564482696379,0.28033846295652204,2.6363010362017136,0.6948787291820335,270606,,,270606,1.032279968,seed2026_audited_param_count,2026,798.273024559021,,6.489609479904175,0.6658303256173319,551.97509765625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d128_h4_r4; completion_0716v2_locked_profile.
PhaseFormer,traffic,96,720,ok,0.5125378005297613,0.2974506239091059,2.7104685855223507,0.7159174537122008,272670,,,272670,1.040153503,seed2026_audited_param_count,2026,1184.6197681427002,,8.164172649383545,0.8118139962259514,576.9716796875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d128_h4_r4; completion_0716v2_locked_profile.
PhaseFormer,PEMS03,96,12,ok,0.0973506108198101,0.20761479558083687,1.7322133119809082,0.3120105940826531,2897,,,2897,0.011051178,seed2026_audited_param_count,2026,552.3234000205994,,3.9375319480895996,0.23646758032680434,52.37353515625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS03,96,24,ok,0.16484239209250573,0.27165176010745373,2.3113093743736925,0.4060078719587906,2906,,,2906,0.011085510,seed2026_audited_param_count,2026,549.3882875442505,,3.939138412475586,0.23529590578917906,53.02880859375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS03,96,48,ok,0.31463484499784816,0.3851620612986911,2.931297228823652,0.560923207754723,2924,,,2924,0.011154175,seed2026_audited_param_count,2026,569.9093346595764,,3.7550296783447266,0.22758152532335843,54.341796875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS03,96,96,ok,0.528114975161288,0.516011701678749,3.027412339466487,0.7267151953559854,2960,,,2960,0.011291504,seed2026_audited_param_count,2026,581.2937307357788,,3.6065080165863037,0.2220529216425649,56.96826171875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS04,96,12,ok,0.11557937808350903,0.22845826640613465,1.7400324452434546,0.3399696722996171,2897,,,2897,0.011051178,seed2026_audited_param_count,2026,364.2199549674988,,3.0381648540496826,0.27589727993141655,49.41650390625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS04,96,24,ok,0.19580390167686615,0.3022521051045931,2.3829574548620682,0.4424973465195765,2906,,,2906,0.011085510,seed2026_audited_param_count,2026,336.9044842720032,,2.977022886276245,0.2794248877627844,49.97900390625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS04,96,48,ok,0.38361798124677343,0.4324721134569877,3.2814942997713086,0.6193690186365262,2924,,,2924,0.011154175,seed2026_audited_param_count,2026,311.2948794364929,,3.170081377029419,0.2993131280677703,51.10400390625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS04,96,96,ok,0.6906550966439923,0.5984187125173137,3.695770646285491,0.8310566145841042,2960,,,2960,0.011291504,seed2026_audited_param_count,2026,378.48794865608215,,2.6070926189422607,0.2340994390292906,53.35693359375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS07,96,12,ok,0.08970435378066231,0.20003428859891575,1.906620169803218,0.2995068509745016,2897,,,2897,0.011051178,seed2026_audited_param_count,2026,1199.7321786880493,,6.680780649185181,0.42835584354947986,57.61962890625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS07,96,24,ok,0.15989290367487807,0.27002763939061153,2.4155929569824637,0.39986610718449006,2906,,,2906,0.011085510,seed2026_audited_param_count,2026,1189.5583214759827,,7.078457593917847,0.4380326368804578,58.42822265625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS07,96,48,ok,0.3253229998396258,0.3928096180228809,3.2127124467047348,0.5703709317975678,2924,,,2924,0.011154175,seed2026_audited_param_count,2026,1241.9869182109833,,7.131948471069336,0.4387574984116055,60.04541015625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS07,96,96,ok,0.6127946559271762,0.5561042034390473,3.9298310011807014,0.7828120182567307,2960,,,2960,0.011291504,seed2026_audited_param_count,2026,1298.8532025814056,,7.458772420883179,0.4488594311338665,63.27978515625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS08,96,12,ok,0.10818244057341413,0.21711448204933187,1.7893364299851056,0.3289109918707706,2897,,,2897,0.011051178,seed2026_audited_param_count,2026,363.9031653404236,,2.578500747680664,0.24284625132770926,41.6640625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS08,96,24,ok,0.18446893626391148,0.2871181059375686,2.4970224884028185,0.42949847061882707,2906,,,2906,0.011085510,seed2026_audited_param_count,2026,359.23336362838745,,3.062112808227539,0.28442286583358733,41.97509765625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS08,96,48,ok,0.3664510811851531,0.41416236330106665,3.3832043909166676,0.6053520307929536,2924,,,2924,0.011154175,seed2026_audited_param_count,2026,369.15440130233765,,2.5572125911712646,0.22217417366584133,42.599609375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,PEMS08,96,96,ok,0.757548792712452,0.5968895495973695,3.9197293651118947,0.8703727895059978,2960,,,2960,0.011291504,seed2026_audited_param_count,2026,305.80546021461487,,3.0565128326416016,0.26249419442314753,43.84912109375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12.
PhaseFormer,ETTh1,720,96,ok,0.36719808466834736,0.38599777132446583,8.847256795212717,0.6059687159155557,2072,,,2072,0.007904053,seed2026_audited_param_count,2026,144.64068484306335,,2.113121271133423,0.2386874653260212,35.24755859375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l3_d4_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTh1,720,192,ok,0.41194920543340446,0.41617761501549116,9.710595168591196,0.6418326927115855,2092,,,2092,0.007980347,seed2026_audited_param_count,2026,75.10653638839722,,1.5315470695495605,0.17638856311913687,35.48779296875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l3_d4_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTh1,720,336,ok,0.4287572259034506,0.4251908325323618,8.852274952773788,0.6547955603877065,2122,,,2122,0.008094788,seed2026_audited_param_count,2026,63.030171394348145,,2.1534409523010254,0.24695427813164686,35.84814453125,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l3_d4_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTh1,720,720,ok,0.4180024960740493,0.44093329274369464,9.106482442223347,0.6465311253714312,60762,,,60762,0.231788635,seed2026_audited_param_count,2026,94.75905585289001,,2.159458637237549,0.2762434883794132,40.37744140625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l3_d32_h2_r16; completion_0716v2_locked_profile.
PhaseFormer,ETTh2,720,96,ok,0.28232705783498463,0.343274166982845,1.4458536713957062,0.5313445754263278,1716,,,1716,0.006546021,seed2026_audited_param_count,2026,86.42302536964417,,1.8639345169067383,0.15494995331433492,35.21142578125,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTh2,720,192,ok,0.34483130051512717,0.381016016639694,1.5494435329896068,0.587223382125684,1752,,,1752,0.006683350,seed2026_audited_param_count,2026,81.19213509559631,,1.8663840293884277,0.16115068986154013,35.45166015625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTh2,720,336,ok,0.3701070621623775,0.4046840989508938,1.7412123927124015,0.6083642512199229,1806,,,1806,0.006889343,seed2026_audited_param_count,2026,73.55926275253296,,1.3875882625579834,0.11007169557530397,35.81201171875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d8_h1_r8; completion_0716v2_locked_profile.
PhaseFormer,ETTh2,720,720,ok,0.4098819425669797,0.4398836830649663,2.1086953259639145,0.6402202297389389,718,,,718,0.002738953,seed2026_audited_param_count,2026,65.07014632225037,,1.7629876136779785,0.18828142471691228,36.38134765625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l1_d4_h1_r4; completion_0716v2_locked_profile.
PhaseFormer,ETTm1,720,96,ok,0.29532520196321277,0.3455300111006587,2.170397387775134,0.5434383147729029,3666,,,3666,0.013984680,seed2026_audited_param_count,2026,527.4467353820801,,3.4915049076080322,0.10972522730537623,35.701171875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,,,Frozen historical PhaseFormer profile phase_p24_l2_d8_h1_r8; completion_0716v2_locked_profile.
